match_id,home_team,away_team,bookmaker,home_odds,draw_odds,away_odds,home_implied_probability_raw,draw_implied_probability_raw,away_implied_probability_raw,home_implied_probability_no_vig,draw_implied_probability_no_vig,away_implied_probability_no_vig,odds_timestamp,source_name,source_url_or_page_title,is_example,is_real_data,data_status,collection_date,notes
EPL2627_MW07_067_ManchesterCity_IpswichTown,Manchester City,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_068_NewcastleUnited_AstonVilla,Newcastle United,Aston Villa,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_069_NottinghamForest_Arsenal,Nottingham Forest,Arsenal,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW07_070_TottenhamHotspur_CoventryCity,Tottenham Hotspur,Coventry City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_071_Arsenal_Everton,Arsenal,Everton,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_072_AstonVilla_ManchesterCity,Aston Villa,Manchester City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_073_Chelsea_TottenhamHotspur,Chelsea,Tottenham Hotspur,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_074_CoventryCity_Fulham,Coventry City,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_075_CrystalPalace_NewcastleUnited,Crystal Palace,Newcastle United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_076_HullCity_Brentford,Hull City,Brentford,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_077_IpswichTown_NottinghamForest,Ipswich Town,Nottingham Forest,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_078_Liverpool_Brighton&HoveAlbion,Liverpool,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_079_ManchesterUnited_AFCBournemouth,Manchester United,AFC Bournemouth,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW08_080_Sunderland_LeedsUnited,Sunderland,Leeds United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_081_AFCBournemouth_LeedsUnited,AFC Bournemouth,Leeds United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_082_AstonVilla_Fulham,Aston Villa,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_083_Brentford_NottinghamForest,Brentford,Nottingham Forest,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_084_Chelsea_ManchesterUnited,Chelsea,Manchester United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_085_CoventryCity_Sunderland,Coventry City,Sunderland,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_086_HullCity_IpswichTown,Hull City,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_087_Liverpool_Arsenal,Liverpool,Arsenal,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_088_ManchesterCity_Brighton&HoveAlbion,Manchester City,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_089_NewcastleUnited_Everton,Newcastle United,Everton,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW09_090_TottenhamHotspur_CrystalPalace,Tottenham Hotspur,Crystal Palace,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_091_Arsenal_HullCity,Arsenal,Hull City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_092_Brighton&HoveAlbion_Brentford,Brighton & Hove Albion,Brentford,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_093_CrystalPalace_Liverpool,Crystal Palace,Liverpool,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_094_Everton_CoventryCity,Everton,Coventry City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_095_Fulham_NewcastleUnited,Fulham,Newcastle United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_096_IpswichTown_AFCBournemouth,Ipswich Town,AFC Bournemouth,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_097_LeedsUnited_TottenhamHotspur,Leeds United,Tottenham Hotspur,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_098_ManchesterUnited_AstonVilla,Manchester United,Aston Villa,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_099_NottinghamForest_ManchesterCity,Nottingham Forest,Manchester City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW10_100_Sunderland_Chelsea,Sunderland,Chelsea,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_101_AFCBournemouth_NottinghamForest,AFC Bournemouth,Nottingham Forest,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_102_AstonVilla_Sunderland,Aston Villa,Sunderland,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_103_Brentford_Everton,Brentford,Everton,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_104_Chelsea_LeedsUnited,Chelsea,Leeds United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_105_CoventryCity_CrystalPalace,Coventry City,Crystal Palace,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_106_HullCity_Brighton&HoveAlbion,Hull City,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_107_Liverpool_ManchesterUnited,Liverpool,Manchester United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_108_ManchesterCity_Fulham,Manchester City,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_109_NewcastleUnited_Arsenal,Newcastle United,Arsenal,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW11_110_TottenhamHotspur_IpswichTown,Tottenham Hotspur,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_111_Arsenal_ManchesterCity,Arsenal,Manchester City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_112_Brighton&HoveAlbion_NewcastleUnited,Brighton & Hove Albion,Newcastle United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_113_CrystalPalace_HullCity,Crystal Palace,Hull City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_114_Everton_Liverpool,Everton,Liverpool,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_115_Fulham_AFCBournemouth,Fulham,AFC Bournemouth,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_116_IpswichTown_AstonVilla,Ipswich Town,Aston Villa,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_117_LeedsUnited_CoventryCity,Leeds United,Coventry City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_118_ManchesterUnited_Brentford,Manchester United,Brentford,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_119_NottinghamForest_Chelsea,Nottingham Forest,Chelsea,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW12_120_Sunderland_TottenhamHotspur,Sunderland,Tottenham Hotspur,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_121_AFCBournemouth_Brighton&HoveAlbion,AFC Bournemouth,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_122_AstonVilla_Everton,Aston Villa,Everton,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_123_Brentford_Arsenal,Brentford,Arsenal,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_124_Chelsea_CrystalPalace,Chelsea,Crystal Palace,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_125_CoventryCity_IpswichTown,Coventry City,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_126_HullCity_NottinghamForest,Hull City,Nottingham Forest,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_127_Liverpool_Sunderland,Liverpool,Sunderland,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_128_ManchesterCity_LeedsUnited,Manchester City,Leeds United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_129_NewcastleUnited_ManchesterUnited,Newcastle United,Manchester United,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW13_130_TottenhamHotspur_Fulham,Tottenham Hotspur,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_131_AFCBournemouth_HullCity,AFC Bournemouth,Hull City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_132_AstonVilla_CrystalPalace,Aston Villa,Crystal Palace,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_133_Brentford_ManchesterCity,Brentford,Manchester City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_134_Chelsea_Liverpool,Chelsea,Liverpool,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_135_Everton_Fulham,Everton,Fulham,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_136_LeedsUnited_IpswichTown,Leeds United,Ipswich Town,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_137_ManchesterUnited_CoventryCity,Manchester United,Coventry City,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_138_NewcastleUnited_Sunderland,Newcastle United,Sunderland,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
EPL2627_MW14_139_NottinghamForest_Brighton&HoveAlbion,Nottingham Forest,Brighton & Hove Albion,,,,,,,,,,,2026-08-19T12:31:14+00:00,none_available,,False,False,unavailable,2026-08-19,No live match-odds feed is connected to this pipeline (see collect_real_odds.py -- needs a user-supplied ODDS_API_KEY). Match-level benchmarking against a real market is unavailable for this fixture until a real snapshot is manually logged; do not use these rows to influence predictions.
