team,market_type,bookmaker,odds,implied_probability_raw,implied_probability_no_vig,odds_timestamp,source_name,source_url_or_page_title,is_example,is_real_data,data_status,collection_date,notes
Newcastle United,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Newcastle United,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Newcastle United,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Nottingham Forest,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Nottingham Forest,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Nottingham Forest,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Nottingham Forest,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Nottingham Forest,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Nottingham Forest,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Nottingham Forest,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Sunderland,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Sunderland,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Sunderland,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Sunderland,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Sunderland,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Sunderland,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Sunderland,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Tottenham Hotspur,title_winner,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Tottenham Hotspur,top_4,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Tottenham Hotspur,top_5,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Tottenham Hotspur,relegation,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Tottenham Hotspur,top_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Tottenham Hotspur,bottom_half,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
Tottenham Hotspur,golden_boot,,,,,2026-08-17T22:26:26+00:00,none_available,,False,False,unavailable,2026-08-17,No live outright-odds feed is connected to this pipeline. Season-level benchmarking against market outrights is unavailable until a real feed is wired in; do not use these rows to influence match-level predictions.
